window,species_i,species_j,strength
1,C1,C1,-0.0024296193797502526
1,C2,C1,6.477601968871875e-4
1,C3,C1,-0.005014049156176331
1,C4,C1,0.0010480037651303265
1,C5,C1,-0.0020264054445084914
1,C6,C1,0.0021044412824102322
1,Enterobacteriaceae,C1,1.1687892049945875e-7
1,Lactobacillaceae,C1,7.939766431734622e-5
1,Paenibacillaceae,C1,-1.562728891357725e-4
1,C1,C2,-0.004670585338191656
1,C2,C2,0.0012595877476593296
1,C3,C2,-0.009849921342978142
1,C4,C2,0.002016675006210909
1,C5,C2,-0.0038171898037877173
1,C6,C2,0.004086228559236824
1,Enterobacteriaceae,C2,2.0358900407927535e-6
1,Lactobacillaceae,C2,0.001631575378831147
1,Paenibacillaceae,C2,-0.002824680213292746
1,C1,C3,1.5169062837672907e-4
1,C2,C3,-5.4322853435179304e-05
1,C3,C3,5.170892301513006e-4
1,C4,C3,-6.740437839806845e-5
1,C5,C3,5.0875262889958056e-5
1,C6,C3,-1.7076693052060757e-4
1,Enterobacteriaceae,C3,-1.7575343156278619e-6
1,Lactobacillaceae,C3,-0.0014341166509320817
1,Paenibacillaceae,C3,0.0024490512309125025
1,C1,C4,-0.003592415179509179
1,C2,C4,9.703098804419239e-4
1,C3,C4,-0.007598022797498182
1,C4,C4,0.0015513521068882385
1,C5,C4,-0.002927907362564656
1,C6,C4,0.003147176100660836
1,Enterobacteriaceae,C4,1.7536288743764657e-6
1,Lactobacillaceae,C4,0.0014082124160228497
1,Paenibacillaceae,C4,-0.0024342325250912675
1,C1,C5,-0.01978796891896797
1,C2,C5,0.005323626115233451
1,C3,C5,-0.04154180038021699
1,C4,C5,0.00854225672446856
1,C5,C5,-0.01624264662264657
1,C6,C5,0.0172756262324893
1,Enterobacteriaceae,C5,6.999384833717172e-6
1,Lactobacillaceae,C5,0.005584723688305374
1,Paenibacillaceae,C5,-0.009701078104762798
1,C1,C6,0.0011430361893640351
1,C2,C6,-3.0216175627900254e-4
1,C3,C6,0.0023209373181633263
1,C4,C6,-4.926755539204949e-4
1,C5,C6,9.674154276799563e-4
1,C6,C6,-9.827259414014237e-4
1,Enterobacteriaceae,C6,2.7068674090055927e-7
1,Lactobacillaceae,C6,2.285759733453134e-4
1,Paenibacillaceae,C6,-3.803691047903939e-4
1,C1,Enterobacteriaceae,6.511944386206925e-6
1,C2,Enterobacteriaceae,-1.751965102897183e-6
1,C3,Enterobacteriaceae,1.3671327245061239e-5
1,C4,Enterobacteriaceae,-2.8111423029497895e-6
1,C5,Enterobacteriaceae,5.345042741898606e-6
1,C6,Enterobacteriaceae,-5.685264074813319e-6
1,Enterobacteriaceae,Enterobacteriaceae,-2.5102936356298763e-9
1,Lactobacillaceae,Enterobacteriaceae,-2.0326391676522113e-6
1,Paenibacillaceae,Enterobacteriaceae,3.4915035063010492e-6
1,C1,Lactobacillaceae,0.00614804796751741
1,C2,Lactobacillaceae,-0.001654062880641774
1,C3,Lactobacillaceae,0.012907354654363486
1,C4,Lactobacillaceae,-0.0026540518003593827
1,C5,Lactobacillaceae,0.005046354393816408
1,C6,Lactobacillaceae,-0.005367563690192284
1,Enterobacteriaceae,Lactobacillaceae,-2.3700149708120895e-6
1,Lactobacillaceae,Lactobacillaceae,-0.001919052492194205
1,Paenibacillaceae,Lactobacillaceae,0.003296393482868417
1,C1,Paenibacillaceae,-0.009418530518921135
1,C2,Paenibacillaceae,0.0025339492801371086
1,C3,Paenibacillaceae,-0.019773481660025287
1,C4,Paenibacillaceae,0.0040658869307059675
1,C5,Paenibacillaceae,-0.007730785953292418
1,C6,Paenibacillaceae,0.0082228640204873
1,Enterobacteriaceae,Paenibacillaceae,3.630755395993977e-6
1,Lactobacillaceae,Paenibacillaceae,0.002939901341147366
1,Paenibacillaceae,Paenibacillaceae,-0.005049925242093679
2,C1,C1,0.019093725801835732
2,C2,C1,-0.004096708326769395
2,C3,C1,0.02174654429141964
2,C4,C1,-0.008477313450823263
2,C5,C1,0.02220715117100323
2,C6,C1,-0.013168460874997505
2,Enterobacteriaceae,C1,-8.986790436050255e-6
2,Lactobacillaceae,C1,-0.0017901864779565123
2,Paenibacillaceae,C1,0.010436387729615268
2,C1,C2,-0.027650902132166522
2,C2,C2,0.006593286535788492
2,C3,C2,-0.04289112959135759
2,C4,C2,0.012158533674703665
2,C5,C2,-0.02808015419757324
2,C6,C2,0.021248909298915642
2,Enterobacteriaceae,C2,1.662464818231542e-5
2,Lactobacillaceae,C2,0.0027741274880734553
2,Paenibacillaceae,C2,-0.018891835720699343
2,C1,C3,0.07002119551096019
2,C2,C3,-0.015864524110593015
2,C3,C3,0.09478038337069375
2,C4,C3,-0.030872774019299533
2,C5,C3,0.07609772527436885
2,C6,C3,-0.051159389155174165
2,Enterobacteriaceae,C3,-3.806302117008957e-5
2,Lactobacillaceae,C3,-0.0062553501919107345
2,Paenibacillaceae,C3,0.04336409427767569
2,C1,C4,-0.02745749133143533
2,C2,C4,0.006456982769754372
2,C3,C4,-0.04100725242757857
2,C4,C4,0.012093075056066127
2,C5,C4,-0.0284485650951062
2,C6,C4,0.020797822665886465
2,Enterobacteriaceae,C4,1.5988313628402847e-5
2,Lactobacillaceae,C4,0.002758701725433614
2,Paenibacillaceae,C4,-0.018228884075680716
2,C1,C5,-0.060756871491877355
2,C2,C5,0.01527257995678494
2,C3,C5,-0.10787399815689318
2,C4,C5,0.02656540324865522
2,C5,C5,-0.0568277828344918
2,C6,C5,0.049294356907492884
2,Enterobacteriaceae,C5,4.0899252321375446e-5
2,Lactobacillaceae,C5,0.006228344610053815
2,Paenibacillaceae,C5,-0.04604538493874872
2,C1,C6,-0.022300564602403313
2,C2,C6,0.004942735605904069
2,C3,C6,-0.02822548158367882
2,C4,C6,0.009860242824860383
2,C5,C6,-0.02493269349117683
2,C6,C6,0.015919353315797958
2,Enterobacteriaceae,C6,1.1458278094635078e-5
2,Lactobacillaceae,C6,0.002029635744484018
2,Paenibacillaceae,C6,-0.013147246397185862
2,C1,Enterobacteriaceae,-2.884079794083088e-6
2,C2,Enterobacteriaceae,1.2135055532832796e-7
2,C3,Enterobacteriaceae,4.898745257807306e-6
2,C4,Enterobacteriaceae,1.31912035802974e-6
2,C5,Enterobacteriaceae,-6.312732394734064e-6
2,C6,Enterobacteriaceae,4.2057900518902045e-7
2,Enterobacteriaceae,Enterobacteriaceae,-1.5935644437082264e-9
2,Lactobacillaceae,Enterobacteriaceae,-4.5919273270899943e-7
2,Paenibacillaceae,Enterobacteriaceae,1.78536970546221e-6
2,C1,Lactobacillaceae,0.019293010449109763
2,C2,Lactobacillaceae,-0.004697422070205381
2,C3,Lactobacillaceae,0.031662988846588934
2,C4,Lactobacillaceae,-0.008458360580311268
2,C5,Lactobacillaceae,0.01897562506802415
2,C6,Lactobacillaceae,-0.01515735357406329
2,Enterobacteriaceae,Lactobacillaceae,-1.170128784299472e-5
2,Lactobacillaceae,Lactobacillaceae,-0.0022269635050167426
2,Paenibacillaceae,Lactobacillaceae,0.01338873230095
2,C1,Paenibacillaceae,-0.004915694500566645
2,C2,Paenibacillaceae,0.0018106348317574515
2,C3,Paenibacillaceae,-0.018245218421899304
2,C4,Paenibacillaceae,0.002097324841507737
2,C5,Paenibacillaceae,-0.0011617672448518352
2,C6,Paenibacillaceae,0.005811789106525046
2,Enterobacteriaceae,Paenibacillaceae,6.513566251355534e-6
2,Lactobacillaceae,Paenibacillaceae,0.0014043908088821732
2,Paenibacillaceae,Paenibacillaceae,-0.007412732389640937
3,C1,C1,0.14468236114488844
3,C2,C1,9.801595965181834e-4
3,C3,C1,6.842553790596819e-5
3,C4,C1,-0.021051763966106713
3,C5,C1,0.2558502468277752
3,C6,C1,-0.06401764672133643
3,Enterobacteriaceae,C1,-5.945855908360005e-5
3,Lactobacillaceae,C1,0.015131047959115344
3,Paenibacillaceae,C1,0.07399542941634377
3,C1,C2,-0.091965054331347107
3,C2,C2,0.005999148408402556
3,C3,C2,-0.023977403913046574
3,C4,C2,0.02358395019485385
3,C5,C2,-0.14739523706534183
3,C6,C2,0.046260146660991666
3,Enterobacteriaceae,C2,4.2544707508387933e-5
3,Lactobacillaceae,C2,-0.008572444749000412
3,Paenibacillaceae,C2,-0.05170608062525482
3,C1,C3,0.2299440908306852
3,C2,C3,-0.01954323866944882
3,C3,C3,0.05741411033171445
3,C4,C3,-0.06834377489064693
3,C5,C3,0.3634768165417452
3,C6,C3,-0.11606087634830856
3,Enterobacteriaceae,C3,-1.0539446308215765e-4
3,Lactobacillaceae,C3,0.022881638104234294
3,Paenibacillaceae,C3,0.12811314206984056
3,C1,C4,-0.12192938144518194
3,C2,C4,0.00424414065086419
3,C3,C4,-0.01844111737720158
3,C4,C4,0.02554977902635486
3,C5,C4,-0.20393521430104553
3,C6,C4,0.05822749262946383
3,Enterobacteriaceae,C4,5.425003265475122e-5
3,Lactobacillaceae,C4,-0.012272867443117024
3,Paenibacillaceae,C4,-0.06646825651165592
3,C1,C5,-0.027347166554613292
3,C2,C5,0.024054066020129657
3,C3,C5,-0.08641923785018994
3,C4,C5,0.041466752093406126
3,C5,C5,0.007051821916510324
3,C6,C5,0.032259327196175885
3,Enterobacteriaceae,C5,2.747293002480138e-5
3,Lactobacillaceae,C5,0.0014220194359680284
3,Paenibacillaceae,C5,-0.029874553919017374
3,C1,C6,-0.11282362195022928
3,C2,C6,0.003283844413128349
3,C3,C6,-0.010846381833740036
3,C4,C6,0.023135003678274927
3,C5,C6,-0.19129194312894732
3,C6,C6,0.052632183820629085
3,Enterobacteriaceae,C6,4.84994487841366e-5
3,Lactobacillaceae,C6,-0.011657204927948911
3,Paenibacillaceae,C6,-0.05976497950414794
3,C1,Enterobacteriaceae,-5.302582633961743e-5
3,C2,Enterobacteriaceae,-2.578098307175828e-6
3,C3,Enterobacteriaceae,9.961701850092008e-6
3,C4,Enterobacteriaceae,4.548609979119385e-6
3,C5,Enterobacteriaceae,-9.943060983942554e-5
3,C6,Enterobacteriaceae,2.1245094050635942e-05
3,Enterobacteriaceae,Enterobacteriaceae,1.909465882629055e-8
3,Lactobacillaceae,Enterobacteriaceae,-6.172942679346642e-6
3,Paenibacillaceae,Enterobacteriaceae,-2.4196045647196736e-5
3,C1,Lactobacillaceae,0.056275087528935314
3,C2,Lactobacillaceae,-0.002254048223259245
3,C3,Lactobacillaceae,0.016537481636876163
3,C4,Lactobacillaceae,-0.011369943995065763
3,C5,Lactobacillaceae,0.09146771587340859
3,C6,Lactobacillaceae,-0.028376194970243723
3,Enterobacteriaceae,Lactobacillaceae,-2.54065866018028e-5
3,Lactobacillaceae,Lactobacillaceae,0.003952855418055841
3,Paenibacillaceae,Lactobacillaceae,0.031005350537515828
3,C1,Paenibacillaceae,0.042451702774615796
3,C2,Paenibacillaceae,0.005028997928661466
3,C3,Paenibacillaceae,-0.01956571460250814
3,C4,Paenibacillaceae,8.140996929869621e-4
3,C5,Paenibacillaceae,0.08667062612772983
3,C6,Paenibacillaceae,-0.014359600318358479
3,Enterobacteriaceae,Paenibacillaceae,-1.3154044963165435e-5
3,Lactobacillaceae,Paenibacillaceae,0.00575664261553888
3,Paenibacillaceae,Paenibacillaceae,0.017199982869541306
4,C1,C1,0.11942245828034202
4,C2,C1,0.19977674994430314
4,C3,C1,-0.18197875807337782
4,C4,C1,0.3507909071726276
4,C5,C1,0.5152173861106598
4,C6,C1,0.012970140901882676
4,Enterobacteriaceae,C1,1.3182976250492395e-5
4,Lactobacillaceae,C1,-0.0638026581567781
4,Paenibacillaceae,C1,-0.012337012031735513
4,C1,C2,-0.07642031812008677
4,C2,C2,-0.01977818819277828
4,C3,C2,-8.073164685716405e-5
4,C4,C2,-0.029491092184905924
4,C5,C2,-0.16003142453224448
4,C6,C2,0.02850275108873338
4,Enterobacteriaceae,C2,1.793352307551535e-5
4,Lactobacillaceae,C2,0.004338131783517866
4,Paenibacillaceae,C2,-0.027813283234919935
4,C1,C3,0.1842517024333037
4,C2,C3,0.11407545435251111
4,C3,C3,-0.07120736458867709
4,C4,C3,0.18795440903283625
4,C5,C3,0.4895045664096792
4,C6,C3,-0.04844165070135123
4,Enterobacteriaceae,C3,-3.559638297690719e-5
4,Lactobacillaceae,C3,-0.032813877681497745
4,Paenibacillaceae,C3,0.04969058419509014
4,C1,C4,-0.10444087607398554
4,C2,C4,-0.013828193608374973
4,C3,C4,-0.006731371158304929
4,C4,C4,-0.016921714641638518
4,C5,C4,-0.20038911179898253
4,C6,C4,0.04099517308227154
4,Enterobacteriaceae,C4,2.250988639712539e-5
4,Lactobacillaceae,C4,3.1595288318348873e-4
4,Paenibacillaceae,C4,-0.03898291918197423
4,C1,C5,-0.01796756339339591
4,C2,C5,0.21987445480042497
4,C3,C5,-0.2553202350029629
4,C4,C5,0.39926456046450615
4,C5,C5,0.31911221490741276
4,C6,C5,0.0876566657146799
4,Enterobacteriaceae,C5,6.914027455287232e-5
4,Lactobacillaceae,C5,-0.07283986988218694
4,Paenibacillaceae,C5,-0.08710500055270869
4,C1,C6,-0.09261678247204247
4,C2,C6,-0.10417709573205769
4,C3,C6,0.0878891661244914
4,C4,C6,-0.17991513190515288
4,C5,C6,-0.32023986498301493
4,C6,C6,0.00723954140834057
4,Enterobacteriaceae,C6,3.0304956834909773e-6
4,Lactobacillaceae,C6,0.032085857791993064
4,Paenibacillaceae,C6,-0.007522912485938933
4,C1,Enterobacteriaceae,-4.5675416598028744e-5
4,C2,Enterobacteriaceae,-5.170167505926425e-5
4,C3,Enterobacteriaceae,5.0830438108981486e-5
4,C4,Enterobacteriaceae,-8.93976476096331e-5
4,C5,Enterobacteriaceae,-1.6064059485581e-4
4,C6,Enterobacteriaceae,1.413363682050086e-6
4,Enterobacteriaceae,Enterobacteriaceae,-3.275606058887494e-9
4,Lactobacillaceae,Enterobacteriaceae,1.4937737090172145e-5
4,Paenibacillaceae,Enterobacteriaceae,-6.7688204221576274e-9
4,C1,Lactobacillaceae,0.04659427072339644
4,C2,Lactobacillaceae,0.03471334792480065
4,C3,Lactobacillaceae,-0.019318962826226103
4,C4,Lactobacillaceae,0.059429060569113026
4,C5,Lactobacillaceae,0.13169204041574428
4,C6,Lactobacillaceae,-0.010627208419222212
4,Enterobacteriaceae,Lactobacillaceae,-5.937011368361453e-6
4,Lactobacillaceae,Lactobacillaceae,-0.011377646514518837
4,Paenibacillaceae,Lactobacillaceae,0.009842303435376655
4,C1,Paenibacillaceae,0.037800352671987336
4,C2,Paenibacillaceae,0.053617678680469134
4,C3,Paenibacillaceae,-0.058069625844322355
4,C4,Paenibacillaceae,0.09355081556114876
4,C5,Paenibacillaceae,0.1512758280750193
4,C6,Paenibacillaceae,0.003739006061799357
4,Enterobacteriaceae,Paenibacillaceae,7.70192849299065e-6
4,Lactobacillaceae,Paenibacillaceae,-0.015278317035644596
4,Paenibacillaceae,Paenibacillaceae,-0.005220463465702085
5,C1,C1,0.014888640814650855
5,C2,C1,0.16600677365351715
5,C3,C1,-0.24771350121367047
5,C4,C1,0.22887439122762407
5,C5,C1,0.2946559425880268
5,C6,C1,0.017754714878941046
5,Enterobacteriaceae,C1,-0.0011720813240206226
5,Lactobacillaceae,C1,0.06250706593969815
5,Paenibacillaceae,C1,0.2114700562314734
5,C1,C2,-0.075901705247584
5,C2,C2,-0.014539171189595045
5,C3,C2,-0.019331148625537496
5,C4,C2,-0.03309169123254036
5,C5,C2,-0.14919665192642154
5,C6,C2,0.024045010075510218
5,Enterobacteriaceae,C2,-2.0913984925121563e-4
5,Lactobacillaceae,C2,0.02518914735088081
5,Paenibacillaceae,C2,0.020372930516578007
5,C1,C3,0.12276891915205382
5,C2,C3,0.09342628029629657
5,C3,C3,-0.0880748948525821
5,C4,C3,0.13583409761429613
5,C5,C3,0.3563994213674587
5,C6,C3,-0.036206742070797306
5,Enterobacteriaceae,C3,-3.7982614848845953e-4
5,Lactobacillaceae,C3,0.008889267793981097
5,Paenibacillaceae,C3,0.10860158680392475
5,C1,C4,-0.11854265606728087
5,C2,C4,-0.007801163815338191
5,C3,C4,-0.05118371968356623
5,C4,C4,-0.035146150209436774
5,C5,C4,-0.20986410498179417
5,C6,C4,0.03590932542108175
5,Enterobacteriaceae,C4,-5.05924471469959e-4
5,Lactobacillaceae,C4,0.052560236897877394
5,Paenibacillaceae,C4,0.07189334431621447
5,C1,C5,-0.12460309738218003
5,C2,C5,0.1848461610895987
5,C3,C5,-0.3452541776075387
5,C4,C5,0.24927788984961016
5,C5,C5,0.09596707530849453
5,C6,C5,0.0800185323579681
5,Enterobacteriaceae,C5,-0.0015730748931157548
5,Lactobacillaceae,C5,0.10015912651557014
5,Paenibacillaceae,C5,0.24036173993561905
5,C1,C6,-0.034215008373399323
5,C2,C6,-0.08608573987160242
5,C3,C6,0.12017629490479707
5,C4,C6,-0.11765578585998195
5,C5,C6,-0.19727030214671518
5,C6,C6,0.0021582999878433074
5,Enterobacteriaceae,C6,5.848697784136673e-4
5,Lactobacillaceae,C6,-0.028905259247864707
5,Paenibacillaceae,C6,-0.11176987423804016
5,C1,Enterobacteriaceae,1.2102504763668596e-4
5,C2,Enterobacteriaceae,-4.363152006329433e-5
5,C3,Enterobacteriaceae,2.2517777591414756e-4
5,C4,Enterobacteriaceae,5.536838614912656e-5
5,C5,Enterobacteriaceae,1.2591355869801283e-4
5,C6,Enterobacteriaceae,-1.092045036326303e-5
5,Enterobacteriaceae,Enterobacteriaceae,2.287748913555831e-6
5,Lactobacillaceae,Enterobacteriaceae,-1.678871513393169e-4
5,Paenibacillaceae,Enterobacteriaceae,-3.3426827557136703e-4
5,C1,Lactobacillaceae,0.01219248143016859
5,C2,Lactobacillaceae,0.028394340173188624
5,C3,Lactobacillaceae,-0.04515734676403215
5,C4,Lactobacillaceae,0.02819610923399105
5,C5,Lactobacillaceae,0.0655642152308827
5,C6,Lactobacillaceae,-0.006467886343517923
5,Enterobacteriaceae,Lactobacillaceae,-3.6792025298942475e-4
5,Lactobacillaceae,Lactobacillaceae,0.020722287023886985
5,Paenibacillaceae,Lactobacillaceae,0.063868671090010945
5,C1,Paenibacillaceae,-0.01312330811636535
5,C2,Paenibacillaceae,0.04389388398200526
5,C3,Paenibacillaceae,-0.0977470170229212
5,C4,Paenibacillaceae,0.04102925370468608
5,C5,Paenibacillaceae,0.052007530413701195
5,C6,Paenibacillaceae,0.006405959907785865
5,Enterobacteriaceae,Paenibacillaceae,-6.240368914544465e-4
5,Lactobacillaceae,Paenibacillaceae,0.039133092130892375
5,Paenibacillaceae,Paenibacillaceae,0.09217876445993797
